0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
44.54311099624633, Federal-gov,169515.19351658563, Bachelors,12.995476310153949, Married-civ-spouse, Exec-managerial, Husband, White, Female,0.011435004259378736,-0.003916745380502393,47.271273108791995, United-States, >50K
24.96720721783239, ?,133867.07529587802, Bachelors,8.978491554851503, Divorced, ?, Own-child, White, Female,0.004980938137277766,-0.00038029782145111837,48.21112458648312, United-States, <=50K
29.64981265578812, Private,96412.9949640317, 10th,8.967457261872116, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,-0.0011145989357287155,-0.008842481425966072,47.31663452577739, United-States, <=50K
37.75413545135234, Private,191372.77734542123, 1st-4th,10.867407281944509, Divorced, Other-service, Husband, White, Male,0.01299786143170176,1475.719205202579,40.10821727960197, Vietnam, <=50K
29.47891483012041, Private,271985.3556690502, 5th-6th,10.16994679247199, Never-married, Adm-clerical, Not-in-family, White, Female,5527.063108350736,-0.005255409229423583,36.78030386172013, ?, <=50K
58.53059108573338, Private,129191.86130066331, Prof-school,8.989397359720776, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0008366592581823258,-0.003800892780761992,40.00192182733479, United-States, <=50K
47.56025347247088, Private,300902.06953967403, 11th,10.018309576518746, Divorced, Craft-repair, Unmarried, White, Female,0.0056930145507442485,0.0016588317358750843,39.96747317507453, United-States, <=50K
28.448138003917084, State-gov,297759.2270125435, Some-college,9.979851808014908, Never-married, Adm-clerical, Not-in-family, Black, Female,0.010263038435565967,-0.005899701722976396,39.99519660318291, United-States, <=50K
18.570024086026923, Without-pay,79799.07772296573, Some-college,10.004448069384438, Never-married, ?, Own-child, Black, Female,0.013228233094066932,0.004688559950526307,35.69935325173349, England, >50K
43.0612469935053, State-gov,116790.93833855566, HS-grad,9.985411277867469, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0.018864879462481995,-0.0042834971340365135,39.9293973093983, United-States, <=50K
52.07362815243152, Self-emp-not-inc,156666.70554819354, Assoc-acdm,13.030539323651663, Married-civ-spouse, Transport-moving, Husband, White, Male,0.022384575151390074,-0.007615640432013914,47.29675312139984, United-States, <=50K
35.762853539722265, Self-emp-inc,97735.39939480241, Assoc-acdm,10.792282512677131, Married-civ-spouse, Exec-managerial, Husband, White, Female,0.011316770415152921,-0.002403820170689169,49.67440889130449, United-States, >50K
36.75963601080431, Private,234973.64795851096, 9th,9.987351348154434, Never-married, Exec-managerial, Other-relative, Black, Male,0.026316510282637998,-0.003828430200106108,60.6995829787819, Columbia, <=50K
25.240432667563073, Private,88862.23797967074, Prof-school,8.974999184993534, Married-civ-spouse, Transport-moving, Husband, White, Male,-0.006524761994689392,-0.005777936600380689,60.910224202077224, United-States, <=50K
23.490426780035246, Private,110169.89183195555, HS-grad,8.989323181054543, Never-married, Adm-clerical, Not-in-family, White, Male,0.0003182621507865838,0.0018703566440147537,20.279267534359956, United-States, <=50K
26.173399674207257, Local-gov,133005.78568781627, Bachelors,9.995102341082708, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0.008810379917924226,0.00857482614204242,35.30445047789832, Canada, >50K
27.231534570559106, Private,93864.74105349433, Masters,8.98681854104818, Married-civ-spouse, Sales, Husband, White, Male,-0.0016219654940655655,0.001866953958333976,47.69309504307701, China, <=50K
23.63734868355341, Private,195225.58096820477, HS-grad,8.969934556337455, Separated, Adm-clerical, Unmarried, Black, Female,-0.021270147778970364,-0.010197344471270908,39.998322551255754, United-States, <=50K
42.11708207061956, Private,42947.731565025984, Prof-school,10.575150119755163, Married-civ-spouse, Sales, Husband, White, Female,0.02124566762781869,0.002988138900158624,47.394076643397355, United-States, >50K
17.181867895420115, Private,180001.75543316238, HS-grad,8.96757543773977, Never-married, Machine-op-inspct, Own-child, White, Female,0.006536331554546488,0.004042032076460102,39.99592480138712, United-States, <=50K
56.11711316164497, Private,96914.70981596214, HS-grad,1.2975035221969824, Married-spouse-absent, Other-service, Not-in-family, Black, Female,-0.0016298239494463064,2028.3329103405374,35.225093603582906, United-States, <=50K
22.02532761558245, ?,198672.99601510316, Some-college,10.005942485258197, Never-married, ?, Own-child, White, Male,0.021175556961842115,0.007747998226071252,15.370071559121353, United-States, <=50K
40.3090654128505, Private,24740.15152071396, HS-grad,8.98349583227168, Separated, Other-service, Unmarried, Black, Female,0.000606054822701239,-0.0033779462057314403,39.83983234762451, United-States, <=50K
40.035672187728814, Self-emp-not-inc,166392.2063915211, HS-grad,8.95416117061859, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.005543455560071921,-0.007508307760033985,40.118398612646985, United-States, >50K
27.755903987260936, Self-emp-inc,332344.2544672689, 1st-4th,6.988112416810332, Married-civ-spouse, Protective-serv, Wife, White, Male,0.0014652944134389092,0.006079232615644499,52.14605958789639, United-States, <=50K
31.643514672706928, Private,179025.4863138915, Masters,12.053062867525261, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0.013328632155545842,0.005401620069388052,50.625804952308904, United-States, <=50K
39.53528899038315, Private,92418.3069614691, Some-college,10.040529153955609, Never-married, ?, Not-in-family, Black, Male,0.0009362990821339548,-0.0004443825496354378,40.00269524587824, United-States, <=50K
27.88766286491619, Private,147277.8931708661, Masters,10.474490282513397, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0.015153200171675457,-0.0009078583191579646,40.036806987291925, United-States, <=50K
38.28668535773049, Private,206270.89042708895, Bachelors,12.934101614047028, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.005764160292696958,-0.002449109211682666,39.958247655351805, United-States, >50K
31.42232277060843, Private,206255.39836404278, Some-college,1.519616163450772, Divorced, Adm-clerical, Not-in-family, White, Female,0.004432675225614132,-0.0021343793315515467,31.724482454922153, United-States, <=50K
31.449417483809185, Private,137636.89167077857, Bachelors,10.448545625003979, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0.019466403441910744,0.003951734020110157,39.85417724293263, United-States, >50K
49.26776751591159, Private,52821.79604827222, Some-college,1.439072070003439, Never-married, Craft-repair, Husband, White, Female,0.008150947969150264,2325.004866597649,51.84822687194436, ?, <=50K
28.100397195424584, Local-gov,293372.72119144094, Some-college,12.959546482714169, Never-married, Protective-serv, Own-child, White, Male,6026.946269816818,0.0015935259665676234,36.43773789508078, Peru, <=50K
34.82169591353288, Private,48371.789091789346, 7th-8th,9.956134285459735, Married-spouse-absent, Tech-support, Own-child, White, Male,0.012263834560514126,0.0027019959759450158,28.84336181449594, United-States, <=50K
20.04925630843772, Private,352291.8907574307, HS-grad,9.966129148314428, Never-married, Transport-moving, Not-in-family, Black, Male,0.00588157743327415,-0.0013344453677236296,59.82667840539701, United-States, <=50K
40.60235122050966, Private,187430.4159342261, HS-grad,8.973484265672003, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-0.006062991972889349,-5.055103525330203e-05,40.14244681770799, United-States, <=50K
19.92954216094014, Private,196625.70836109956, HS-grad,8.986596405792373, Never-married, Handlers-cleaners, Own-child, Black, Male,0.0032855707575590995,-0.004753959524676939,39.909471312455864, United-States, <=50K
33.75981262343172, Private,184846.63015698708, Masters,8.960571546904891, Married-civ-spouse, Sales, Husband, White, Male,0.010901291459903753,0.004649605897034056,52.53155871904614, United-States, <=50K
54.41076297046396, ?,181161.38362889178, Masters,9.994934701334287, Never-married, ?, Not-in-family, White, Female,0.008836661983558381,0.007861270353592064,35.181263414908706, United-States, <=50K
37.60378848945408, State-gov,151022.69745955462, Preschool,9.904063162684285, Married-civ-spouse, Transport-moving, Husband, White, Female,0.0169838511291129,1926.7443773647199,39.92838505581799, United-States, >50K
21.8576470606448, ?,223948.8032690197, Some-college,1.8068880143869088, Never-married, Adm-clerical, Not-in-family, White, Female,-0.01591089213810444,-0.007333637447673665,27.92033000111083, United-States, <=50K
22.0544306789176, Private,211818.7940806038, HS-grad,10.021202039935822, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Male,0.00039600238841214024,0.009561437680574667,28.37943140862512, United-States, <=50K
20.018323408449646, Private,132885.35330883943, Some-college,9.974019915229844, Never-married, Adm-clerical, Own-child, White, Male,0.025550782988575754,0.0032024233774974836,26.364500186835777, United-States, <=50K
59.27214401713736, Private,154977.10634707453, Bachelors,8.99056069925494, Married-civ-spouse, Craft-repair, Husband, White, Female,3.477142006086475e-05,0.0027585343125569044,39.971271112182464, Italy, >50K
63.50341144973753, Private,149627.4732447135, HS-grad,8.971047495144196, Widowed, ?, Unmarried, Black, Female,-0.003958146255813646,0.004929799467192779,47.412462340864614, United-States, <=50K
27.434813476019304, Private,221274.3259786284, Bachelors,3.0187528480474555, Divorced, Adm-clerical, Unmarried, White, Female,-0.006990979033343486,-0.007786194409208377,29.79658598447949, United-States, <=50K
48.6555465653136, Self-emp-not-inc,204461.95504627022, HS-grad,8.924919780658104, Never-married, Adm-clerical, Not-in-family, Black, Female,0.006346632180371121,-0.006733782467469616,40.035910158238366, Hungary, <=50K
19.009150546536684, Private,164973.26465051464, Some-college,9.969562525043045, Never-married, ?, Own-child, White, Male,0.022375094981549753,0.0049433225842455955,44.4858944224663, United-States, <=50K
29.66003144969554, Private,205566.21517523465, Masters,9.01908430202839, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.012373859064817716,0.0018214130807843337,39.992247401848026, United-States, <=50K
23.63161238308991, Private,171317.94406415324, Assoc-acdm,8.967909112390002, Never-married, Adm-clerical, Other-relative, White, Male,0.01916100915122158,0.0007776128880032251,46.510273917000994, United-States, <=50K
26.81949857912118, Private,148245.33149402394, Some-college,9.98888679935261, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0.0040683899163286305,-0.0021483607280899934,39.90593784291042, France, >50K
18.53261098943576, Private,108441.20394684633, HS-grad,9.005773588204514, Divorced, Adm-clerical, Own-child, Black, Male,0.0028795005458914246,9.423729830315926e-05,40.096819525280196, United-States, <=50K
66.36281620419336, Self-emp-inc,332963.5409876479, Some-college,8.994417718340163, Married-civ-spouse, Craft-repair, Husband, White, Male,-0.0011839850073281492,-0.00558729265260322,47.35102567187986, United-States, <=50K
44.88619420081058, Private,155479.04161875488, Doctorate,12.998168822602622, Divorced, Prof-specialty, Husband, White, Female,-0.00032272122284168384,-0.003973044854592015,33.76336645630233, ?, >50K
44.93322625151444, Self-emp-not-inc,215231.58940983872, HS-grad,8.97856471192364, Married-civ-spouse, Farming-fishing, Husband, White, Male,13098.178398996313,-0.0009565256150361349,40.0657941417561, United-States, >50K
39.51415088910185, Private,176878.89703437156, Masters,3.888366486180593, Married-civ-spouse, Craft-repair, Husband, White, Male,0.02078875822225779,-0.005055143401909241,49.25522512149925, Portugal, <=50K
34.640057114333544, Private,26664.52598291716, HS-grad,9.99898662475736, Never-married, Tech-support, Not-in-family, White, Male,0.00041316286613404644,-0.0034864756168033985,40.09904267709136, United-States, <=50K
